0,1,2,3,4,5,6,7,8,9,10,,
Січень,10.01,6,сб,"Св. Григорія, єп. Ниського Прп. Дометіяна, єп. Мелітинського Прп. Маркіяна, пресвіт. й економа Великої Церкви","святого отця нашого Григорія, єпископа Ниського, преподобного Дометіяна, єпископа Мелітинського, преподобного Маркіяна, пресвітера й економа Великої Церкви",так,посвяття,"істинний Бог наш,","істинний Бог наш, що в Йордані христитися зволив від Йоана спасіння нашого ради,",#N/A,#N/A,#N/A
Січень,11.01,7,нд,"Субота по Богоявленні 🕂 Прп. Теодосія, спільного життя засновника","преподобного отця нашого Теодосія, спільного життя засновника",так,посвяття,"істинний Бог наш,","істинний Бог наш, що в Йордані христитися зволив від Йоана спасіння нашого ради,",#N/A,#N/A,#N/A
Січень,12.01,1,пн,Неділя по Богоявленні Св. мц. Тетяни,святої мучениці Тетяни,так,посвяття,"істинний Бог наш,","істинний Бог наш, що в Йордані христитися зволив від Йоана спасіння нашого ради,",#N/A,#N/A,#N/A
Січень,13.01,2,вв,Свв. мчч. Єрмила і Стратоніка,святих мучеників Єрмила і Стратоніка,так,посвяття,"істинний Бог наш,","істинний Бог наш, що в Йордані христитися зволив від Йоана спасіння нашого ради,",#N/A,#N/A,#N/A
Січень,14.01,3,ср,"Прпп., у Синаї і Раїті повбиваних Пам’ять переставл. св. рівноап. Ніни, просвітительки Грузії Віддання Богоявлення</i>","преподобних отців наших, у Синаї і Раїті повбиваних, святої рівноапостольної Ніни, просвітительки Грузії",так,віддання,"істинний Бог наш,","істинний Бог наш, що в Йордані христитися зволив від Йоана спасіння нашого ради,",#N/A,#N/A,
Січень,15.01,4,чт,🕃 Прпп. Павла Тивейського та Івана Кущника,преподобних отців наших Павла Тивейського та Івана Кущника,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобних отців наших Павла Тивейського та Івана Кущника, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і преподобних отців наших Павла Тивейського та Івана Кущника, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,16.01,5,пт,🕃 Поклін чесним оковам св. і всехв. ап. Петра,"святого і всехвального апостола Петра, що його чесним оковам сьогодні поклін звершуємо",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого і всехвального апостола Петра, що його чесним оковам сьогодні поклін звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого і всехвального апостола Петра, що його чесним оковам сьогодні поклін звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,17.01,6,сб,🕂 Прп. й богоносного Антонія Великого,"преподобного й богоносного отця нашого Антонія Великого, якого сьогодні пам'ять світло звершуємо",так,свято,,,#N/A,#N/A,#N/A
Січень,18.01,7,нд,🕃 Свв. і архиєпп. Олександрійських Атанасія й Кирила,святих отців наших і архиєпископів Олександрійських Атанасія й Кирила,ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих отців наших і архиєпископів Олександрійських Атанасія й Кирила, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святих отців наших і архиєпископів Олександрійських Атанасія й Кирила, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,19.01,1,пн,Неділя 30-та по Зісланні Святого Духа. 🕃 Прп. Макарія Єгипетського,преподобного отця нашого Макарія Єгипетського,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Макарія Єгипетського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Макарія Єгипетського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,20.01,2,вв,🕂 Прп. й богоносного Євтимія Великого,"прeподобного й богоносного отця нашого Євтимія Великого, якого сьогодні пам'ять світло звершуємо",так,свято,,,#N/A,#N/A,#N/A
Січень,21.01,3,ср,"Прп. Максима Ісповідника Св. мч. Неофіта Свв. мчч. Євгенія, Кандида, Валеріяна й Акили","преподобного отця нашого Максима Ісповідника, святого мученика Неофіта, святих мучеників Євгенія, Кандида, Валеріяна й Акили",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Максима Ісповідника, святого мученика Неофіта, святих мучеників Євгенія, Кандида, Валеріяна й Акили, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Максима Ісповідника, святого мученика Неофіта, святих мучеників Євгенія, Кандида, Валеріяна й Акили, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,22.01,4,чт,Св. ап. Тимотея Св. прпмч. Анастасія Перського,"святого апостола Тимотея, святого преподобномученика Анастасія Перського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого апостола Тимотея, святого преподобномученика Анастасія Перського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святого апостола Тимотея, святого преподобномученика Анастасія Перського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,23.01,5,пт,"Блаж. Пратулинських мчч. Св. сщмч. Климента, єп. Анкирського Св. мч. Агатангела","блаженних Пратулинських мучеників: Вінкентія, Микити, Івана, Константина, Михаїла, Онуфрія, Филипа, Максима, Даниїла, Константина, Вартоломея, Луки й Ігнатія, святого священномученика Климента, єпископа Анкирського, святого мученика Агатангела",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і блаженних Пратулинських мучеників: Вінкентія, Микити, Івана, Константина, Михаїла, Онуфрія, Филипа, Максима, Даниїла, Константина, Вартоломея, Луки й Ігнатія, святого священномученика Климента, єпископа Анкирського, святого мученика Агатангела, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і блаженних Пратулинських мучеників: Вінкентія, Микити, Івана, Константина, Михаїла, Онуфрія, Филипа, Максима, Даниїла, Константина, Вартоломея, Луки й Ігнатія, святого священномученика Климента, єпископа Анкирського, святого мученика Агатангела, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,24.01,6,сб,Прп. Ксенії Римлянки,преподобної матері нашої Ксенії Римлянки,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобної матері нашої Ксенії Римлянки, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобної матері нашої Ксенії Римлянки, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,25.01,7,нд,"🕂 Св. Григорія Богослова, архиєп. Царгородського","святого отця нашого Григорія Богослова, архиєпископа Царгородського, якого сьогодні пам'ять світло звершуємо",так,свято,,,#VALUE!,#VALUE!,#N/A
Січень,26.01,1,пн,"Неділя 31-ша по Зісланні Святого Духа. Прп. Ксенофонта, дружини його Марії","преподобного отця нашого Ксенофонта, дружини його Марії",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Ксенофонта, дружини його Марії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Ксенофонта, дружини його Марії, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,27.01,2,вв,🕂 Перенесення чесних мощів св. Івана Золотоустого,,так,свято,,,#N/A,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, що його чесних мощів перенесення сьогодні пам'ять звершуємо, і святого, якого є храм, і всіх святих - помилує і спасе нас як благий і людинолюбний.",#N/A
Січень,28.01,3,ср,🕃 Прп. Єфрема Сирійця,преподобного отця нашого Єфрема Сирійця,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Єфрема Сирійця, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Єфрема Сирійця, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,29.01,4,чт,🕃 Перенесення мощів св. сщмч. Ігнатія Богоносця,"святого священномученика Ігнатія Богоносця, що його мощів перенесення сьогодні пам'ять звершуємо",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Ігнатія Богоносця, що його мощів перенесення сьогодні пам'ять звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святого священномученика Ігнатія Богоносця, що його мощів перенесення сьогодні пам'ять звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Січень,30.01,5,пт,"🕁 Свв. трьох святителів, великих архиєреїв: Василія Великого, Григорія Богослова та Івана Золотоустого Св. сщмч. Іполита","святих трьох святителів, великих архиєреїв: Василія Великого, Григорія Богослова та Івана Золотоустого, яких сьогодні пам'ять світло звершуємо, святого священномученика Іполита",так,свято,,,#N/A,#N/A,#N/A
Січень,31.01,6,сб,🕃 Свв. чудотв. і безср. Кира й Івана Прп. Івана Боско,"святих чудотворців і безсрібників Кира й Івана, преподобного отця нашого Івана Боско",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святих чудотворців і безсрібників Кира й Івана, преподобного отця нашого Івана Боско, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святих чудотворців і безсрібників Кира й Івана, преподобного отця нашого Івана Боско, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Лютий,01.02,7,нд,Неділя про блудного сина 🕃 Передсвяття Стрітення Господа Бога і Спаса нашого Ісуса Христа Св. мч. Трифона,святого мученика Трифона,ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Трифона, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого мученика Трифона, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Лютий,02.02,1,пн,Тиждень м'ясопусний 🕀 Стрітення Господа Бога і Спаса нашого Ісуса Христа,,так,свято,,,"Священник: Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, і святого, якого є храм, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм,"
Лютий,03.02,2,вв,"🕃 Св. і прав. Симеона Богоприємця і Анни, пророчиці","святого і праведного Симеона Богоприємця і Анни, пророчиці",так,посвяття,"істинний Бог наш,","істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради,","Священник: Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого і праведного Симеона Богоприємця і Анни, пророчиці, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, і святого, якого є храм, і святого і праведного Симеона Богоприємця і Анни, пророчиці, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, "
Лютий,04.02,3,ср,Прп. Ісидора Пилусіотського,преподобного отця нашого Ісидора Пилусіотського,так,посвяття,"істинний Бог наш,","істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради,","Священник: Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Ісидора Пилусіотського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Ісидора Пилусіотського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, "
Лютий,05.02,4,чт,Св. мц. Агафії,святої мучениці Агафії,так,посвяття,"істинний Бог наш,","істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради,","Священник: Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святої мучениці Агафії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, і святого, якого є храм, і святої мучениці Агафії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш, що зволив спочити в обіймах праведного Симеона спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, "
